2.578,2.366
2.000,0.561
0.842,1.872
4.475,2.275
3.589,0.658
2.947,3.103
1.904,2.404
1.504,0.742
3.201,1.257
1.907,0.088
2.173,0.648
3.361,0.400
1.533,0.361
1.646,2.712
2.391,0.528
1.937,-0.276
4.965,2.525
3.456,0.938
4.101,-1.066
2.807,0.863
2.352,-0.570
1.873,1.398
2.653,1.115
3.050,2.115
2.837,0.986
3.207,2.267
4.776,1.014
0.368,2.450
1.741,4.437
0.712,2.600
0.600,3.158
1.835,3.168
0.196,3.812
0.969,2.284
-0.154,1.837
3.682,3.582
2.701,2.320
2.394,4.525
2.850,2.173
2.887,0.714
4.973,4.025
2.129,0.437
4.294,1.172
1.602,0.574
1.906,-0.019
0.986,1.040
3.648,-1.549
2.398,6.314
2.571,4.090
2.210,2.570
0.467,2.106
1.616,1.449
3.647,-0.153
1.546,0.788
4.296,1.704
4.002,3.690
1.129,0.989
1.795,1.953
0.464,3.459
0.831,1.918
0.878,3.650
0.213,2.524
3.086,3.089
0.274,1.914
-0.913,-0.178
0.443,4.428
4.058,0.361
2.627,0.178
0.498,2.718
1.814,2.297
2.951,1.370
1.053,1.205
2.139,0.379
0.800,0.649
1.532,1.715
0.951,2.886
4.990,1.494
4.596,2.350
3.132,0.560
4.488,2.546
1.955,1.832
2.510,3.844
4.384,0.575
2.790,2.138
2.223,1.955
0.167,0.705
1.740,2.423
1.364,2.737
1.544,1.189
-0.042,2.380
2.253,1.975
4.867,0.985
2.391,1.466
3.515,2.902
5.515,1.113
2.758,2.240
3.095,-0.680
0.927,0.550
1.184,1.168
2.340,0.920
