0.303,2.656
1.176,2.191
2.405,1.864
-1.038,2.548
0.697,0.347
0.464,3.420
2.999,4.398
1.669,0.900
5.625,0.907
2.396,1.457
5.149,2.197
2.296,1.150
2.402,0.382
3.669,1.061
4.499,2.273
2.938,1.551
5.547,1.487
2.591,0.317
2.517,2.171
5.432,2.602
3.073,0.833
3.140,1.498
3.629,-0.657
2.361,2.252
3.243,2.054
4.379,2.444
2.383,1.079
-0.612,-0.478
3.038,0.790
0.621,1.469
1.606,1.863
2.127,0.201
4.087,0.646
2.301,1.409
4.350,1.034
6.052,2.883
4.950,1.540
3.282,2.124
2.077,-0.335
1.475,-0.471
2.230,0.448
3.425,0.141
0.902,0.589
1.345,-0.795
3.808,2.275
2.073,-1.029
1.479,-0.306
2.042,1.274
4.565,1.076
3.633,-0.431
3.930,1.696
2.039,0.171
3.512,1.556
4.018,2.436
1.677,-0.605
-0.709,0.807
2.516,1.441
3.243,0.244
4.386,1.944
3.779,1.400
4.254,1.098
3.360,1.602
2.972,-0.797
1.470,2.942
2.401,2.938
0.669,3.047
2.444,2.905
2.000,2.105
0.610,3.194
1.694,2.881
1.109,-0.334
0.983,2.827
2.716,0.269
2.060,1.350
3.103,1.399
4.075,0.191
1.502,0.458
1.949,0.011
4.828,1.532
4.074,2.518
1.501,0.043
3.282,1.328
3.655,0.069
2.525,1.615
3.242,1.287
1.901,2.996
1.203,1.948
1.903,2.166
0.226,2.432
1.743,2.891
0.940,0.833
0.914,1.729
2.536,1.918
2.154,2.585
3.016,2.809
3.406,3.092
3.056,0.856
1.580,0.262
4.364,1.453
4.558,1.158
