1.946,2.684
2.379,2.108
1.923,2.661
1.530,2.950
2.538,5.828
1.988,3.808
1.336,1.452
2.780,-0.010
1.544,1.254
4.621,0.430
2.563,1.835
1.904,2.346
3.125,2.021
2.726,-0.292
3.990,0.794
4.511,2.195
2.240,2.375
1.486,2.014
0.667,1.610
1.613,2.761
2.702,2.509
3.035,2.757
1.120,1.772
1.111,3.585
-0.153,1.685
-0.260,2.013
3.222,4.443
0.960,2.838
-0.058,1.957
0.243,1.899
2.671,1.013
4.156,2.771
2.172,-0.110
2.354,-0.532
1.863,0.455
2.151,-0.458
2.484,1.816
3.415,1.736
2.272,0.973
1.281,2.009
1.693,1.990
1.047,2.782
-0.376,1.864
0.683,2.943
0.867,2.354
3.608,7.133
2.577,3.056
0.242,1.814
2.928,1.980
1.314,1.843
2.930,1.449
2.626,3.094
1.784,2.505
3.013,1.216
1.739,2.030
-0.950,0.942
1.530,4.340
2.054,4.221
1.865,3.287
4.236,1.655
4.885,3.054
5.458,3.236
2.944,0.917
3.142,0.490
2.458,0.707
4.621,0.496
2.086,0.139
3.972,1.304
2.155,1.716
3.705,1.877
1.777,2.215
1.097,2.240
0.974,1.815
1.313,1.542
-1.450,0.849
1.590,2.082
0.562,3.425
0.034,1.859
3.216,1.644
-0.085,0.386
4.005,0.890
4.914,1.540
4.347,1.931
3.796,2.050
4.201,0.556
4.714,1.605
2.384,1.222
1.472,-0.143
1.864,0.901
1.206,2.162
3.116,2.757
2.720,2.282
2.977,2.506
4.434,1.418
4.327,-0.681
3.362,-0.502
2.001,0.685
1.875,1.246
1.171,0.418
3.229,1.109
