0.657,3.000
2.127,1.956
2.819,1.519
1.077,3.447
0.290,2.874
3.253,2.148
1.555,1.600
2.586,1.988
2.664,1.822
1.701,2.646
1.455,2.003
5.321,1.280
3.167,3.444
1.916,0.588
1.806,0.679
2.093,1.777
3.170,1.660
3.553,1.637
4.644,0.564
4.549,1.202
1.023,1.248
2.794,1.080
1.284,-0.013
4.212,0.732
3.474,1.613
4.262,1.788
3.661,1.148
2.174,1.101
3.591,0.027
3.089,1.539
1.935,0.767
1.349,0.964
4.945,1.198
2.741,1.377
3.158,0.909
2.698,0.012
1.834,1.060
0.764,3.557
2.693,1.546
2.202,1.253
2.107,2.792
1.322,0.849
3.291,1.715
4.939,-0.161
3.273,1.054
2.300,1.449
2.447,1.856
1.438,2.568
1.523,0.554
1.900,0.614
0.053,2.059
0.829,2.664
2.309,5.183
-0.507,1.898
0.414,3.494
0.549,3.013
1.713,1.490
1.675,4.618
-0.127,2.480
1.930,3.423
1.453,3.430
2.037,3.800
-0.421,4.953
0.665,1.874
0.380,2.581
1.985,3.139
2.031,2.245
1.276,1.309
2.008,0.099
1.058,0.991
2.765,1.439
2.888,0.863
4.774,2.031
2.800,1.403
2.713,1.536
3.466,1.142
4.488,-0.714
3.036,3.255
0.876,0.912
2.454,2.165
0.320,1.129
1.266,2.303
4.506,0.863
3.394,1.288
4.334,1.331
3.174,0.652
5.698,2.270
3.385,-0.024
2.207,0.622
3.026,0.401
5.380,1.638
1.953,-0.487
2.287,0.393
2.592,2.244
2.443,2.067
-0.152,2.041
1.336,2.329
0.442,-0.219
0.636,3.070
2.677,2.273
