6.400,2.584
2.652,1.826
0.381,2.520
1.126,-0.446
2.436,-0.660
1.910,2.588
0.770,1.834
4.988,-0.155
6.362,0.493
-0.001,1.401
4.812,1.089
0.263,-0.159
3.076,0.723
4.071,1.274
2.798,-0.390
2.813,-0.227
2.403,2.235
1.558,0.414
2.825,2.578
3.922,2.184
6.847,3.847
2.582,0.520
2.142,3.007
0.556,1.195
2.722,-0.264
2.616,2.762
3.077,1.016
1.512,0.581
3.814,1.068
1.090,-0.738
5.128,2.917
4.476,0.620
3.469,0.370
3.567,1.708
0.860,0.452
4.213,0.105
3.690,3.265
1.216,2.847
3.258,1.873
3.048,2.451
3.379,1.567
2.801,1.289
3.081,1.026
4.558,2.045
2.634,0.331
2.543,1.887
2.523,0.954
3.939,0.365
1.793,1.808
0.385,-0.584
1.813,1.789
3.063,2.251
2.707,2.269
0.764,0.860
1.087,1.438
1.498,1.720
1.891,2.544
0.894,0.891
4.274,0.420
2.574,1.773
4.167,1.831
1.787,0.852
4.046,0.460
2.172,3.214
1.662,5.029
1.605,1.308
0.838,1.632
1.456,1.848
2.354,1.608
1.780,3.117
2.232,2.427
3.299,0.493
1.559,1.386
0.200,1.361
1.107,1.902
0.876,2.521
0.414,1.259
2.243,2.342
3.382,2.459
3.686,1.827
2.676,1.160
1.468,1.257
3.654,1.219
-0.422,0.831
1.124,1.251
1.620,6.102
2.257,4.468
0.633,4.042
0.056,3.299
4.163,0.130
1.384,3.231
3.774,1.914
-0.116,2.280
2.114,3.935
3.215,1.221
4.614,1.386
4.260,0.426
1.671,0.686
3.380,1.287
4.411,1.456
